username,role,category1,category2
readme_ifyoucan,normalUser,Card Game:1002,Real-time:1037
sunng6uun2,normalUser,Puzzle:1028,Print & Play:1120
rich2401,normalUser,Economic:1021,Transportation:1011
firecloud162,normalUser,Science Fiction:1016,Economic:1021
thehaagster,normalUser,Video Game Theme:1101,Sports:1038
chacmool,normalUser,Card Game:1002,Movies/TV/Radio Theme:1064
conservativeone,normalUser,Transportation:1011,Bluffing:1023
nastarka,normalUser,Modern Warfare:1069,Puzzle:1028
donnyramos,normalUser,Abstact Strategy:1009,Economic:1021
daishinaga,normalUser,Humor:1079,Action/Dexterity:1032
bnye88,normalUser,Trains:1034,Dice:1017
ckhiew,normalUser,Humor:1079,Territory Building:1086
przemos34,normalUser,Economic:1021,Video Game Theme:1101
lotuscutter,normalUser,Fighting:1046,Word-game:1025
runawasys,normalUser,Modern Warfare:1069,Transportation:1011
valmorgul,normalUser,Dice:1017,Napoleonic:1051
evil stu,normalUser,Murder/Mystery:1040,Bluffing:1023
rentonhighlander,normalUser,Action/Dexterity:1032,Trains:1034
josh61516,normalUser,Trains:1034,Dice:1017
kathrynlucatelli,normalUser,Humor:1079,Sports:1038
reptile_wizard,normalUser,Abstact Strategy:1009,Zombies:2481
john_henry_newman,normalUser,Napoleonic:1051,Exploration:1020
bradius2n,normalUser,Medieval:1035,Ancient:1050
inverno,normalUser,Economic:1021,Aviation/Flight:2650
vmpradeepkumar,normalUser,Wargame:1019,Novel-Based:1093
ghfy,normalUser,Exploration:1020,Adventure:1022
mageant,normalUser,Racing:1031,Action/Dexterity:1032
tonita222,normalUser,Economic:1021,Medical:2145
george the geek,normalUser,Fighting:1046,Zombies:2481
babymaker,normalUser,Modern Warfare:1069,Number:1098
marlongamez,normalUser,Print & Play:1120,Abstact Strategy:1009
etervigila,normalUser,Napoleonic:1051,Exploration:1020
harrygomez10,normalUser,Novel-Based:1093,Medical:2145
dolar76,normalUser,Trains:1034,Dice:1017
midas30,normalUser,Deduction:1039,Medical:2145
cwelbo,normalUser,Trains:1034,Video Game Theme:1101
lily_prevost,normalUser,Modern Warfare:1069,Video Game Theme:1101
psychomansam,normalUser,Puzzle:1028,Science Fiction:1016
redinskiy,normalUser,Spies/Secret Agents:1081,Science Fiction:1016
michaeldmichaud,normalUser,Murder/Mystery:1040,Novel-Based:1093
bigglesbee,normalUser,Party Game:1030,Word-game:1025
optimistdad,normalUser,Humor:1079,Wargame:1019
andre_c,normalUser,Memory:1045,Modern Warfare:1069
mrmayapollo,normalUser,Medieval:1035,World War II: 1049
gildragon,normalUser,Travel:1097,Puzzle:1028
mrfunkyland,normalUser,Abstact Strategy:1009,Movies/TV/Radio Theme:1064
tw1stedfreak,normalUser,Card Game:1002,Deduction:1039
dualta,normalUser,Territory Building:1086,Science Fiction:1016
jaxxl,normalUser,Modern Warfare:1069,Real-time:1037
eivindv,normalUser,Deduction:1039,Medieval:1035
johnsve,normalUser,Fighting:1046,Aviation/Flight:2650
l_slack,normalUser,Racing:1031,Dice:1017
darthv8r,normalUser,Bluffing:1023,Book:1117
refardeon,normalUser,Print & Play:1120,Science Fiction:1016
largefather,normalUser,Abstact Strategy:1009,Card Game:1002
strudel07,normalUser,Abstact Strategy:1009,Trains:1034
ctlum3,normalUser,Economic:1021,Animals:1089
pb9_91,normalUser,Negotiation:1026,Wargame:1019
chu_junyu,normalUser,Aviation/Flight:2650,Book:1117
darsh97,normalUser,Napoleonic:1051,Puzzle:1028
ernierasta,normalUser,Fantasy:1010,Humor:1079
thorgarth,normalUser,Puzzle:1028,Real-time:1037
dave8itall,normalUser,Spies/Secret Agents:1081,Napoleonic:1051
hrardmike,normalUser,Miniatures:1047,Memory:1045
musickhimself,normalUser,Video Game Theme:1101,Travel:1097
krushack88,normalUser,Animals:1089,Fantasy:1010
hpngo,normalUser,Educational:1094,Aviation/Flight:2650
ho0o0o0o,normalUser,Dice:1017,Real-time:1037
janus89,normalUser,Memory:1045,Fantasy:1010
hershmeister,normalUser,Animals:1089,Dice:1017
mamu06,normalUser,Miniatures:1047,Napoleonic:1051
poldy1981,normalUser,Aviation/Flight:2650,Murder/Mystery:1040
akylios112,normalUser,Trains:1034,Deduction:1039
jaypudding,normalUser,Napoleonic:1051,Medieval:1035
olper1,normalUser,Novel-Based:1093,Collectible Components:1044
neeyt,normalUser,Collectible Components:1044,Negotiation:1026
thilwen,normalUser,Spies/Secret Agents:1081,Card Game:1002
ecoli1448,normalUser,Wargame:1019,Collectible Components:1044
firemedic blades,normalUser,Sports:1038,Science Fiction:1016
vintageverb,normalUser,Spies/Secret Agents:1081,Exploration:1020
tysnave,normalUser,Puzzle:1028,Racing:1031
iratehope,normalUser,Novel-Based:1093,Memory:1045
swatki,normalUser,Economic:1021,Wargame:1019
kingy2j02,normalUser,Exploration:1020,Puzzle:1028
zhadn,normalUser,Medical:2145,Party Game:1030
agatton,normalUser,Collectible Components:1044,Book:1117
surfy,normalUser,Collectible Components:1044,Print & Play:1120
generalzsc,normalUser,Bluffing:1023,Number:1098
statizzle,normalUser,Economic:1021,Exploration:1020
mateo2222222,normalUser,Animals:1089,Medical:2145
javapuzzles,normalUser,Bluffing:1023,Murder/Mystery:1040
generalgrevious,normalUser,Ancient:1050,Economic:1021
fatikled,normalUser,Ancient:1050,Exploration:1020
mrmup,normalUser,Action/Dexterity:1032,Economic:1021
howell21,normalUser,Puzzle:1028,World War II: 1049
dipbubs,normalUser,Card Game:1002,Book:1117
cls11220,normalUser,Exploration:1020,Educational:1094
baksg3,normalUser,Action/Dexterity:1032,Modern Warfare:1069
mpaglicci,normalUser,Memory:1045,Medieval:1035
lastdomovoi,normalUser,Medieval:1035,Print & Play:1120
sirpayne,normalUser,Modern Warfare:1069,Animals:1089
toscoparra,normalUser,Wargame:1019,Modern Warfare:1069
brawl,normalUser,Abstact Strategy:1009,Trains:1034
iattackgame,normalUser,Modern Warfare:1069,Novel-Based:1093
yukitori,normalUser,Deduction:1039,Animals:1089
tennessy,normalUser,Video Game Theme:1101,Transportation:1011
onewingmatt,normalUser,Card Game:1002,Medical:2145
zaknafeein,normalUser,Aviation/Flight:2650,Bluffing:1023
signor darcy,normalUser,Adventure:1022,Exploration:1020
tr3nt89,normalUser,Puzzle:1028,Abstact Strategy:1009
zstyle,normalUser,Travel:1097,Spies/Secret Agents:1081
extraslasta,normalUser,Science Fiction:1016,Humor:1079
riaggomitolalo,normalUser,Book:1117,Ancient:1050
kingcaronte,normalUser,Wargame:1019,Humor:1079
nachi22,normalUser,Abstact Strategy:1009,Territory Building:1086
vertigo68,normalUser,Wargame:1019,Economic:1021
sauron1970,normalUser,Fantasy:1010,Action/Dexterity:1032
cursecatcher,normalUser,Word-game:1025,Spies/Secret Agents:1081
picaboame,normalUser,Dice:1017,Children's Game:1041
andreqman,normalUser,Wargame:1019,Medieval:1035
alessandrociceri,normalUser,Racing:1031,Medieval:1035
summerteeth,normalUser,Racing:1031,Educational:1094
marhault81,normalUser,Fantasy:1010,Abstact Strategy:1009
supernewby,normalUser,Movies/TV/Radio Theme:1064,Racing:1031
metalfighterhio,normalUser,Science Fiction:1016,Zombies:2481
puccet,normalUser,Memory:1045,Travel:1097
loikar,normalUser,Territory Building:1086,Aviation/Flight:2650
grey1974,normalUser,Transportation:1011,Racing:1031
cactaceae,normalUser,Science Fiction:1016,Sports:1038
pbranigade,normalUser,Children's Game:1041,Action/Dexterity:1032
delsi87,normalUser,Movies/TV/Radio Theme:1064,Real-time:1037
andreman,normalUser,Number:1098,Exploration:1020
gogo92,normalUser,Transportation:1011,Napoleonic:1051
giacomo lazzerini,normalUser,Miniatures:1047,Number:1098
ilariadanni,normalUser,Animals:1089,Collectible Components:1044
matteoneil,normalUser,Negotiation:1026,Number:1098
szarma,normalUser,Memory:1045,Medieval:1035
nick wasted,normalUser,Abstact Strategy:1009,Print & Play:1120
redtova,normalUser,Spies/Secret Agents:1081,Children's Game:1041
resn91,normalUser,Animals:1089,Dice:1017
ricdisaster,normalUser,Modern Warfare:1069,Ancient:1050
jackart27,normalUser,Miniatures:1047,Print & Play:1120
the maroz,normalUser,Number:1098,Puzzle:1028
shaman74,normalUser,Science Fiction:1016,Educational:1094
imbrattabit,normalUser,Ancient:1050,Collectible Components:1044
darschs,normalUser,Aviation/Flight:2650,Sports:1038
parsifal75,normalUser,Travel:1097,Real-time:1037
jorsh_theking,normalUser,Real-time:1037,Economic:1021
zinto90,normalUser,Word-game:1025,Educational:1094
nemesis_88,normalUser,Negotiation:1026,Territory Building:1086
needcrazy,normalUser,Travel:1097,Novel-Based:1093
sheldon__cooper,normalUser,Spies/Secret Agents:1081,Modern Warfare:1069
avolteritornano,normalUser,Medical:2145,Adventure:1022
tonymartin,normalUser,Number:1098,Collectible Components:1044
nejibear,normalUser,Real-time:1037,Adventure:1022
thekingoftheboard,normalUser,Humor:1079,Modern Warfare:1069
lucazaza,normalUser,Exploration:1020,Number:1098
mounir,normalUser,Fantasy:1010,Bluffing:1023
teo86,normalUser,Abstact Strategy:1009,Ancient:1050
jacoposki,normalUser,Puzzle:1028,Action/Dexterity:1032
leoncina,normalUser,Print & Play:1120,Children's Game:1041
zhenghao1210,normalUser,Territory Building:1086,Action/Dexterity:1032
sputnikko,normalUser,Trains:1034,Collectible Components:1044
faienz95,normalUser,Collectible Components:1044,Novel-Based:1093
giuliasg,normalUser,Card Game:1002,Abstact Strategy:1009
dpimidwest,normalUser,Zombies:2481,Medieval:1035
lorenzt94,normalUser,Spies/Secret Agents:1081,Action/Dexterity:1032
lucabrasiliano,normalUser,Territory Building:1086,Bluffing:1023
dmatteucci,normalUser,Travel:1097,Number:1098
matte9790,normalUser,Real-time:1037,World War II: 1049
interreks,normalUser,Economic:1021,Napoleonic:1051
thanis_silash,normalUser,Racing:1031,Novel-Based:1093
tommypigna7804,normalUser,Humor:1079,World War II: 1049
bolscot,normalUser,Novel-Based:1093,Humor:1079
duchsoul,normalUser,Video Game Theme:1101,Murder/Mystery:1040
caramelpop7,normalUser,Travel:1097,Murder/Mystery:1040
goro80,normalUser,Memory:1045,Animals:1089
ciollon,normalUser,Sports:1038,Murder/Mystery:1040
ferrarini,normalUser,Trains:1034,Bluffing:1023
rybes,normalUser,Card Game:1002,Murder/Mystery:1040
fab_so,normalUser,Science Fiction:1016,Travel:1097
moonwalker73,normalUser,Collectible Components:1044,Deduction:1039
andre_v,normalUser,Party Game:1030,Medical:2145
carlosalbiertos,normalUser,Science Fiction:1016,Novel-Based:1093
marricco,normalUser,Print & Play:1120,Economic:1021
grimson99,normalUser,Book:1117,Word-game:1025
manjinz,normalUser,Real-time:1037,Wargame:1019
maciver,normalUser,Novel-Based:1093,Fantasy:1010
itachi82,normalUser,Travel:1097,Action/Dexterity:1032
escursionetermica,normalUser,Transportation:1011,Napoleonic:1051
akira_74,normalUser,Napoleonic:1051,Zombies:2481
chupi892,normalUser,Animals:1089,Science Fiction:1016
skiotto,normalUser,Adventure:1022,Wargame:1019
fantasticdragon,normalUser,Puzzle:1028,Collectible Components:1044
malabestia79,normalUser,World War II: 1049,Spies/Secret Agents:1081
comprendonio,normalUser,Murder/Mystery:1040,Action/Dexterity:1032
sachacr,normalUser,Spies/Secret Agents:1081,Miniatures:1047
fabtor86,normalUser,Memory:1045,Party Game:1030
valentino83,normalUser,Ancient:1050,Number:1098
il_pirata,normalUser,Economic:1021,Modern Warfare:1069
theclex,normalUser,Children's Game:1041,Murder/Mystery:1040
pennywise80,normalUser,Transportation:1011,Humor:1079
belegnar,normalUser,Collectible Components:1044,Adventure:1022
savijmuhdrox,normalUser,Science Fiction:1016,Puzzle:1028
lukers,normalUser,Sports:1038,Murder/Mystery:1040
katerinapoly502,normalUser,Memory:1045,Bluffing:1023
dragonist17,normalUser,Trains:1034,Territory Building:1086
trip_1907,normalUser,Abstact Strategy:1009,Napoleonic:1051
animsparrow,normalUser,Card Game:1002,Bluffing:1023
eryk6969,normalUser,Murder/Mystery:1040,Aviation/Flight:2650
helen_richmont,normalUser,Modern Warfare:1069,Card Game:1002
ratamahatta7,normalUser,Movies/TV/Radio Theme:1064,Racing:1031
alfr,normalUser,Action/Dexterity:1032,Fighting:1046
damaja,normalUser,Economic:1021,Puzzle:1028
rondo1988,normalUser,Modern Warfare:1069,Word-game:1025
fullmetaljack,normalUser,Modern Warfare:1069,Aviation/Flight:2650
bayergamefamily,normalUser,Negotiation:1026,Sports:1038
barbbarbbarb,normalUser,Medieval:1035,Modern Warfare:1069
paschott,normalUser,Book:1117,Children's Game:1041
ziglen,normalUser,Memory:1045,Modern Warfare:1069
mikeesc72,normalUser,Humor:1079,Movies/TV/Radio Theme:1064
carnofago,normalUser,Card Game:1002,Ancient:1050
sbrillant,normalUser,Science Fiction:1016,Educational:1094
snftmd,normalUser,Puzzle:1028,Word-game:1025
scaryo,normalUser,Print & Play:1120,Negotiation:1026
seth_fallenangel,normalUser,Modern Warfare:1069,Abstact Strategy:1009
twitten,normalUser,Print & Play:1120,Territory Building:1086
anarchywar,normalUser,Wargame:1019,Trains:1034
dustbin1_uk,normalUser,Spies/Secret Agents:1081,Puzzle:1028
venarez,normalUser,Negotiation:1026,Travel:1097
613games,normalUser,Word-game:1025,Exploration:1020
yonitdm,normalUser,Novel-Based:1093,Educational:1094
rimsmasher,normalUser,Animals:1089,Bluffing:1023
copernican,normalUser,Dice:1017,Adventure:1022
2ombie,normalUser,Trains:1034,Real-time:1037
earthswizard,normalUser,Adventure:1022,Science Fiction:1016
rubberbands,normalUser,Ancient:1050,Modern Warfare:1069
autimus,normalUser,Puzzle:1028,Spies/Secret Agents:1081
rimsmasher87,normalUser,Travel:1097,Modern Warfare:1069
hatspro,normalUser,Collectible Components:1044,Fantasy:1010
ominaeyu,normalUser,Party Game:1030,Modern Warfare:1069
bloodmillimboold,normalUser,Print & Play:1120,Dice:1017
telane,normalUser,Trains:1034,Napoleonic:1051
johnnysilver,normalUser,Medical:2145,Miniatures:1047
thinktongtank,normalUser,Trains:1034,Educational:1094
sgbearista,normalUser,Humor:1079,Abstact Strategy:1009
apikurious,normalUser,Educational:1094,Exploration:1020
arglebarglegame,normalUser,Ancient:1050,Word-game:1025
ledenes,normalUser,Modern Warfare:1069,Spies/Secret Agents:1081
squili88,normalUser,Action/Dexterity:1032,Ancient:1050
mahithatou,normalUser,Travel:1097,Bluffing:1023
minakami_yuki,normalUser,Fighting:1046,Number:1098
texaszeke,normalUser,Trains:1034,Aviation/Flight:2650
squik,normalUser,Spies/Secret Agents:1081,Ancient:1050
tommasogabrieli70,normalUser,Puzzle:1028,Print & Play:1120
zakimos,normalUser,Party Game:1030,Economic:1021
klausdg,normalUser,Napoleonic:1051,Adventure:1022
jacob_haller_roby,normalUser,Word-game:1025,Memory:1045
anncenti,normalUser,Abstact Strategy:1009,Economic:1021
gamerknag,normalUser,Puzzle:1028,Action/Dexterity:1032
swangie,normalUser,Puzzle:1028,Medical:2145
bjmonroe,normalUser,Book:1117,Travel:1097
sammyspaceman,normalUser,Print & Play:1120,Number:1098
ippikiookami,normalUser,Action/Dexterity:1032,Aviation/Flight:2650
warwages80,normalUser,Animals:1089,Territory Building:1086
carterc,normalUser,Territory Building:1086,Humor:1079
thylaco1,normalUser,Napoleonic:1051,Real-time:1037
weaver7513,normalUser,Negotiation:1026,Murder/Mystery:1040
massiminoiltrace,normalUser,Economic:1021,Bluffing:1023
carbon_dragon,normalUser,Miniatures:1047,Sports:1038
sectunmaximus,normalUser,Humor:1079,Miniatures:1047
leethalarrow,normalUser,Number:1098,Animals:1089
jimjimbo,normalUser,Fantasy:1010,Medical:2145
thebullshitman,normalUser,Puzzle:1028,Wargame:1019
dmclandress,normalUser,Exploration:1020,Economic:1021
broudebush,normalUser,Trains:1034,Racing:1031
the roadkill,normalUser,Novel-Based:1093,Educational:1094
florino,normalUser,Educational:1094,Word-game:1025
universityboardgamer,normalUser,Fantasy:1010,Sports:1038
argendauss,normalUser,Ancient:1050,Movies/TV/Radio Theme:1064
sit72,normalUser,World War II: 1049,Ancient:1050
woolvey,normalUser,Card Game:1002,Action/Dexterity:1032
inquisidor,normalUser,Abstact Strategy:1009,Puzzle:1028
frank the tank 123a,normalUser,Card Game:1002,Transportation:1011
kkortekaas,normalUser,Miniatures:1047,World War II: 1049
ren10,normalUser,Economic:1021,Puzzle:1028
bhixon,normalUser,Spies/Secret Agents:1081,Miniatures:1047
alexian,normalUser,Modern Warfare:1069,Action/Dexterity:1032
panthion7305,normalUser,Video Game Theme:1101,Napoleonic:1051
dungeondiva,normalUser,Number:1098,Print & Play:1120
danognellows,normalUser,Murder/Mystery:1040,Zombies:2481
bisbobble,normalUser,Sports:1038,Card Game:1002
bmoviefan,normalUser,Action/Dexterity:1032,Card Game:1002
ahgames,normalUser,Bluffing:1023,Children's Game:1041
joshclimber24,normalUser,Science Fiction:1016,Ancient:1050
ocdspectrum,normalUser,Animals:1089,Murder/Mystery:1040
buckeye89,normalUser,Bluffing:1023,Animals:1089
jethro4678,normalUser,Ancient:1050,Novel-Based:1093
droege boy 2,normalUser,Napoleonic:1051,Wargame:1019
jwendland,normalUser,Collectible Components:1044,Humor:1079
corhenwal,normalUser,Territory Building:1086,Puzzle:1028
john stiffinger,normalUser,Deduction:1039,Spies/Secret Agents:1081
kal2000,normalUser,Medical:2145,Abstact Strategy:1009
pvtchurch,normalUser,Print & Play:1120,Educational:1094
castle_master,normalUser,Puzzle:1028,Dice:1017
414n,normalUser,Murder/Mystery:1040,Fantasy:1010
gamerjohn75,normalUser,Humor:1079,Video Game Theme:1101
rammstine911,normalUser,Transportation:1011,Real-time:1037
reiku,normalUser,Travel:1097,Exploration:1020
rootsofvai722,normalUser,Spies/Secret Agents:1081,Travel:1097
kathysav3219,normalUser,Puzzle:1028,Children's Game:1041
almightymalikai,normalUser,Animals:1089,Fighting:1046
gonesse,normalUser,Fantasy:1010,Racing:1031
opticus,normalUser,Novel-Based:1093,Adventure:1022
christal,normalUser,Medical:2145,Animals:1089
mgeri29,normalUser,Word-game:1025,Trains:1034
gador,normalUser,Novel-Based:1093,Miniatures:1047
tower47,normalUser,Number:1098,Medieval:1035
airxx,normalUser,Number:1098,Ancient:1050
superchin26,normalUser,Miniatures:1047,Transportation:1011
nashvillejdr,normalUser,Adventure:1022,Abstact Strategy:1009
rebi,normalUser,Bluffing:1023,Number:1098
dand030,normalUser,Adventure:1022,Book:1117
tsn5,normalUser,Napoleonic:1051,Humor:1079
sykoone,normalUser,Napoleonic:1051,Spies/Secret Agents:1081
klee32,normalUser,Negotiation:1026,Transportation:1011
eehrenh,normalUser,Movies/TV/Radio Theme:1064,Novel-Based:1093
cmyers1219,normalUser,Number:1098,Puzzle:1028
mechaquinn,normalUser,Novel-Based:1093,Dice:1017
keemtd,normalUser,Number:1098,Real-time:1037
entroop,normalUser,Napoleonic:1051,Video Game Theme:1101
kubik_rubic,normalUser,Collectible Components:1044,Party Game:1030
renga1,normalUser,Action/Dexterity:1032,Negotiation:1026
kirofan,normalUser,Puzzle:1028,Spies/Secret Agents:1081
jebos,normalUser,Party Game:1030,Humor:1079
redisher,normalUser,Fighting:1046,Humor:1079
desired,normalUser,Adventure:1022,Movies/TV/Radio Theme:1064
alex_ves,normalUser,Racing:1031,Movies/TV/Radio Theme:1064
ninac,normalUser,Bluffing:1023,Dice:1017
creamy_seas,normalUser,Real-time:1037,Children's Game:1041
rimsky,normalUser,Zombies:2481,Trains:1034
maximat0r,normalUser,Children's Game:1041,Zombies:2481
gravvity,normalUser,Sports:1038,Napoleonic:1051
skalolaz,normalUser,Party Game:1030,Aviation/Flight:2650
