name,category_1,category_2
Kinderparty,Action / Dexterity:1032,Children's Game:1041
Colorfast,Abstract Strategy:1009,null
Imperialism: Victorian Era Wargame Rules,Miniatures:1047,Wargame:1019
Match of the Day,Sports:1038,null
Turf Wars,Fantasy:1010,Wargame:1019
Battles of Vega Star Zone,Movies / TV / Radio theme:1064,Science Fiction:1016
Fox & Rabbits,Children's Game:1041,null
Annihilation,Deduction:1039,null
Dribble,Sports:1038,null
The Lone Ranger and the Silver Bullets,American West:1055,Children's Game:1041
Pipword,Card Game:1002,Dice:1017
JaXiQuoZ,Card Game:1002,Word Game:1025
Oh My Word,Card Game:1002,Word Game:1025
Champion,Animals:1089,null
Tide of Valor: The Normandy Campaign,World War II:1049,null
Equilispace,Action / Dexterity:1032,Children's Game:1041
Jakub Wędrowycz: Fabularyzowana Kolekcjonerska Gra Karciana,Card Game:1002,Collectible Components:1044
The Ultimate Hockey Trivia (Series B),Card Game:1002,Sports:1038
The Ultimate Hockey Trivia (Series A),Card Game:1002,Sports:1038
Dream Team Card Game,Card Game:1002,null
De Unesco-Regenboog,Card Game:1002,null
Blankity-Blank!,Party Game:1030,Word Game:1025
Child Beauty Pageant Tycoon,Card Game:1002,Movies / TV / Radio theme:1064
Fort Thomas-opoly,Economic:1021,null
Power Rangers Action Card Game,Card Game:1002,Children's Game:1041
Drummer Boy,American Civil War:1048,Children's Game:1041
Future INC. High-Tech Stakes,Economic:1021,Science Fiction:1016
2000AD: Rogue Trooper Miniatures Game,Comic Book / Strip:1116,Miniatures:1047
Wiggs,Card Game:1002,null
Complete Music Quiz Night In,Music:1054,Party Game:1030
Bank-Letterspel,Card Game:1002,Puzzle:1028
24 Karat,Humor:1079,Movies / TV / Radio theme:1064
Giraffalaff Limbo,Children's Game:1041,null
Millennium Quiz,Trivia:1027,null
Rondje Drenthe,Trivia:1027,null
Monopoly: Fortuna Düsseldorf,Economic:1021,Negotiation:1026
Monopoly: Hamburger SV,Economic:1021,Negotiation:1026
Monopoly: Vom Niederrhein ins Bergische Land,Economic:1021,Negotiation:1026
Monopoly: Luzern,Economic:1021,Negotiation:1026
Monopoly: Basel,Economic:1021,Negotiation:1026
Monopoly: Bern,Economic:1021,Negotiation:1026
Monopoly: Eindhoven,Economic:1021,Negotiation:1026
Cradle: Creator's Challenge,Card Game:1002,Dice:1017
The Ultimate Baseball Trivia (Series A),Card Game:1002,Sports:1038
Eiskegel-Spiel,Action / Dexterity:1032,Sports:1038
Jarmo,Abstract Strategy:1009,null
Route Choice,Exploration:1020,Racing:1031
Guards Armoured Division,Wargame:1019,World War II:1049
Jackson's Shenandoah Valley Campaign,American Civil War:1048,Wargame:1019
"Duel on the Steppe: The Winter Campaign in the Ukraine, Jan-Mar 1943",Wargame:1019,World War II:1049
De Treinrovers,Spies/Secret Agents:1081,null
Killer Bunnies and the Quest for the Magic Carrot: Deluxe Limited Edition,Animals:1089,Card Game:1002
O Moselstrand; o selig Land!,Children's Game:1041,Educational:1094
Wild West,Action / Dexterity:1032,American West:1055
Angriff auf die Burg!,Action / Dexterity:1032,Children's Game:1041
Eine Reise ins Riesengebirge,Children's Game:1041,Dice:1017
Speed Boat,Nautical:1008,Racing:1031
Story Mixer,Party Game:1030,null
Auto-Rennen,Children's Game:1041,Dice:1017
Der Luftschutz,Children's Game:1041,Dice:1017
Film Fixer,Card Game:1002,Movies / TV / Radio theme:1064
Moony's Seaside Game,Children's Game:1041,null
Charades In-A-Box: Party Animal,Animals:1089,Card Game:1002
Charades In-A-Box: Rock and Roll,Card Game:1002,Deduction:1039
Charades In-A-Box: Hollywood,Card Game:1002,Deduction:1039
Charades In-A-Box: Celebrity,Card Game:1002,Deduction:1039
Rechenmax,Children's Game:1041,Educational:1094
Music Game: Level 1,Educational:1094,Music:1054
Trivial Pursuit Music Edition: from Pop-Rock to Classic,Music:1054,Party Game:1030
Das Waldmännchen-Spiel,Children's Game:1041,Dice:1017
Dreh' und nimm!,Children's Game:1041,Educational:1094
Surface Warship 1939-1943,Miniatures:1047,Nautical:1008
Wer kennt Bonn?,Card Game:1002,Trivia:1027
Wer kennt Freiburg?,Card Game:1002,Trivia:1027
Get Thee Behind Me...,Abstract Strategy:1009,null
Mynd,Abstract Strategy:1009,null
Charades In-A-Box: 80s,Card Game:1002,Deduction:1039
Charades In-A-Box: 70s,Card Game:1002,Deduction:1039
Charades In-A-Box: American,Card Game:1002,Deduction:1039
Charades In-A-Box: Canadian,Card Game:1002,Deduction:1039
Charades In-A-Box: Family,Card Game:1002,Deduction:1039
Basileus,Abstract Strategy:1009,null
Nubulus,Abstract Strategy:1009,null
Angulus,Abstract Strategy:1009,null
Al Murray The Pub Landlord Ultimate Pub Quiz,Card Game:1002,Trivia:1027
Zaczarowana Kraina,Children's Game:1041,Trivia:1027
Schiffe Versenken,Children's Game:1041,Deduction:1039
Nonpoint,Abstract Strategy:1009,null
Tee-Kesselchen,Children's Game:1041,Word Game:1025
The Aerial Derby,Aviation / Flight:2650,null
Wer kennt Dortmund?,Card Game:1002,Trivia:1027
Bibi Blocksberg: Das geheimnisvolle Schloss,Children's Game:1041,Fantasy:1010
Spy!,Deduction:1039,null
You've Been Sentenced! Country Music Edition,Card Game:1002,Children's Game:1041
Die Siedler von Catan: Das Mini-Spiel,City Building:1029,Civilization:1015
SOS,Action / Dexterity:1032,null
The Waterloo Game,Abstract Strategy:1009,null
Ask Anything,Humor:1079,Party Game:1030
The Opera Game,Music:1054,Trivia:1027
More Pop The Question,Card Game:1002,Music:1054
Pop The Question: Rock,Card Game:1002,Music:1054
Vom Zollern bis zum Staufen,Children's Game:1041,Dice:1017
Raygunz & Rednecks: Incident at Spanky Bottom,Humor:1079,Miniatures:1047
Emperor,Card Game:1002,null
Jimmy the Greek Odds Maker Football,Card Game:1002,Sports:1038
Onderweg!,Children's Game:1041,Educational:1094
Wie Wat Waar?,Children's Game:1041,Educational:1094
Songo ewondo,Abstract Strategy:1009,null
Het Geheugenspel,Educational:1094,Humor:1079
Quartaal,Educational:1094,Word Game:1025
Farwest,null,null
Word Fight,Word Game:1025,null
Kat en Muis,Animals:1089,Racing:1031
Die Tiere in Afrika,Animals:1089,Children's Game:1041
La Pontica,Animals:1089,null
Bat Match,Animals:1089,Children's Game:1041
Wir wandern durch Sachsen-Anhalt und Brandenburg,Children's Game:1041,Dice:1017
Empires Collide,Card Game:1002,Economic:1021
Bennis bunte Blumen,Children's Game:1041,null
Alien Labyrinth,Card Game:1002,null
Miles To Go!,Real-time:1037,Travel:1097
Potarutomm,Card Game:1002,null
Dog Walker,Humor:1079,null
Alle Machen Mit: Kofferpacken,Trivia:1027,null
Promi-Klatsch,Action / Dexterity:1032,Memory:1045
Die fröhliche Wanderung,Children's Game:1041,Dice:1017
Of Gods And Mortals: Mythological Wargame Rules,Book:1117,Miniatures:1047
Space Raid!,Science Fiction:1016,Wargame:1019
Motorradrennen,Children's Game:1041,Dice:1017
Happy Hippo: Die Talentshow vor Weihnachten,Children's Game:1041,null
20 Jahre deutsche Demokratische Republik,Children's Game:1041,Educational:1094
Das Sammler-Spiel,Children's Game:1041,Dice:1017
Friede und Arbeit,Dice:1017,Educational:1094
Elemons: STATE MODE Battle Game,Card Game:1002,Children's Game:1041
Grosstadt-Verkehr Ein lehrreiches Würfelspiel,Children's Game:1041,Dice:1017
So ein Durcheinander!,Children's Game:1041,null
Into Battle,Print & Play:1120,World War II:1049
Chef Pop de Pop,Children's Game:1041,null
Rekenpoker,Card Game:1002,Educational:1094
Graf Zeppelin's Weltreise,Aviation / Flight:2650,Children's Game:1041
Mill City,Card Game:1002,null
Jake and the Neverland Pirates: Auf Schatzjagd,Children's Game:1041,Movies / TV / Radio theme:1064
Jolly Octopus (Mitbringspiel),Action / Dexterity:1032,Children's Game:1041
Differix Extrem,Children's Game:1041,Educational:1094
Hexica,Dice:1017,Science Fiction:1016
Basia: Łap kolory!,Action / Dexterity:1032,Card Game:1002
Winx Club: Miss Magix,Card Game:1002,Children's Game:1041
Winx Club: Das magische Turnier,Children's Game:1041,Memory:1045
Linkervoet/Rechtervoet,Children's Game:1041,Educational:1094
Winx Club: Die gestohlenen Kristalle,Children's Game:1041,Dice:1017
HitStory Quiz,Movies / TV / Radio theme:1064,Music:1054
Jautrā Sēta,Animals:1089,Card Game:1002
Schluss mit 0-8-15,Card Game:1002,Dice:1017
Winx Club: Der Kampf um Alfea,Children's Game:1041,Racing:1031
Euro Family,Card Game:1002,Party Game:1030
Skunk Bingo,Children's Game:1041,null
Das grosse Ferrari World Experten-Quiz,Card Game:1002,Racing:1031
Der grosse Traktor Experten-Test,Card Game:1002,Trivia:1027
Der grosse Formel 1 Experten-Test,Card Game:1002,Racing:1031
Der grosse Feuerwehr Experten-Test,Card Game:1002,Trivia:1027
A Cat's Life,Animals:1089,null
Das Weihnachts-Quiz,Card Game:1002,Trivia:1027
Innovations in Wargaming Vol. 1 Developments in professional and hobby wargames,Book:1117,Miniatures:1047
"The Wargaming Pioneers: Including Little Wars by H.G. Wells, The War Game for Boy Scouts and The War Game by Captain Sachs 1898-1940 Early Wargames Vol. 1",Book:1117,Miniatures:1047
Dinosaur Whirl,Children's Game:1041,null
Donald Featherstone's Wargaming Campaigns,Book:1117,Miniatures:1047
Leben am Teich,Animals:1089,Card Game:1002
Nachttiere,Animals:1089,Card Game:1002
Natur in der Stadt,Animals:1089,Card Game:1002
Wiesenblumen,Card Game:1002,Children's Game:1041
Schmetterlinge,Animals:1089,Card Game:1002
Spinnen und Insekten,Animals:1089,Card Game:1002
"Planeten, Sterne, Galaxien",Card Game:1002,Children's Game:1041
Pilze,Card Game:1002,Children's Game:1041
Tierspuren,Animals:1089,Card Game:1002
Der grosse Porsche Fahrer Experten-Test,Card Game:1002,Racing:1031
Think smarter! Zeitmanagement,Card Game:1002,Puzzle:1028
Lucy Hammett's Fishing Bingo,Children's Game:1041,Educational:1094
Foolin' around,Action / Dexterity:1032,Bluffing:1023
Aladdin,Movies / TV / Radio theme:1064,null
Leben im Wald,Animals:1089,Card Game:1002
Mineralien,Card Game:1002,Children's Game:1041
States: After the Fall,Modern Warfare:1069,null
Linus the Lionhearted Game,Movies / TV / Radio theme:1064,null
Daytrader: A Financial Board Game,Economic:1021,Educational:1094
Sommerblumen,Card Game:1002,Children's Game:1041
Save the Zoo,Animals:1089,Card Game:1002
Vaca Loca,Animals:1089,Children's Game:1041
Scene It? Harry Potter Second Edition Deluxe,Fantasy:1010,Movies / TV / Radio theme:1064
Motor Cycle Racing on a Parkland Circuit,Children's Game:1041,Sports:1038
The Fishing Game,Children's Game:1041,Sports:1038
Red Indian Shooting Game,Action / Dexterity:1032,American West:1055
Die Pinguine aus Madagascar Operation Popcorn,Children's Game:1041,Dice:1017
Das sollte man doch wissen!,Card Game:1002,Party Game:1030
Think smarter! Querdenken,Card Game:1002,Puzzle:1028
Think smarter! Kreativitätstechniken,Card Game:1002,Puzzle:1028
NAVALUM Naval Strategy,Nautical:1008,Negotiation:1026
Voyages Extraordinaire,Card Game:1002,Dice:1017
Willi und die Wunder dieser Welt,Racing:1031,Travel:1097
Roadkill Rumble,Animals:1089,Card Game:1002
Round the World,Children's Game:1041,Travel:1097
The Black Pirate's Treasure,Children's Game:1041,Pirates:1090
Explore the River,Card Game:1002,Children's Game:1041
"1,2,3, vorbei",Card Game:1002,Children's Game:1041
Memory Flip Flop Fred,Children's Game:1041,Memory:1045
Roundup,Trivia:1027,null
Cyvasse,Abstract Strategy:1009,Print & Play:1120
Table Skittles,Action / Dexterity:1032,Sports:1038
Pixel Quest,Card Game:1002,Dice:1017
Ruckus Deadly 60,Action / Dexterity:1032,Animals:1089
poco a poco,Action / Dexterity:1032,Children's Game:1041
Was ist Was: Das große Quiz,Educational:1094,Trivia:1027
30 Secondes pour répondre,Card Game:1002,Racing:1031
"Versteck dich, kleine Schnecke!",Action / Dexterity:1032,Children's Game:1041
Labyrinthe en damiers,Maze:1059,null
Der will nur spielen! Das Familienspiel,Action / Dexterity:1032,Animals:1089
Wien!,Educational:1094,Exploration:1020
Produto,Abstract Strategy:1009,Math:1104
Sidéral,Children's Game:1041,Space Exploration:1113
Polimi Timeline,Educational:1094,Exploration:1020
Matter of Fact,Trivia:1027,null
Horrible Histories: Awful Egyptians,Ancient:1050,Dice:1017
You'll Never Guess!,Card Game:1002,Dice:1017
Ziegenbock,Abstract Strategy:1009,null
Popular Characters from Dickens,Card Game:1002,null
Quizz'N Cook,Card Game:1002,Trivia:1027
Cholopoly,Economic:1021,Humor:1079
Smile & Like It,Card Game:1002,null
Die drei ??? und der Feuerdiamant,Murder/Mystery:1040,null
Vakantielandenspel: Frankrijk,Trivia:1027,null
Galileo Kids: Entdecke Wissen,Card Game:1002,Children's Game:1041
Zombie Enclave,Horror:1024,Print & Play:1120
Mein Mann kann,Card Game:1002,Mature / Adult:1118
FlipOver!,Animals:1089,Children's Game:1041
Wau Wau,Card Game:1002,Word Game:1025
Bingo Pocket Cards: Spaß mit englischer Grammatik,Children's Game:1041,Educational:1094
Los Incognitos: Alien iacta est,Ancient:1050,Arabian:1052
Giga Quiz: Mega-cities,Card Game:1002,Trivia:1027
Ekimae Taxi,Children's Game:1041,Comic Book / Strip:1116
Giga Quiz: Erfindungen,Card Game:1002,Trivia:1027
Kewpie Doll Game,Children's Game:1041,null
Giga Quiz: Pferde,Animals:1089,Card Game:1002
Whiskey Gulch,American West:1055,City Building:1029
Aristozzle,Animals:1089,Card Game:1002
Biathlon: Eine Leidenschaft – Ein Ziel,Action / Dexterity:1032,Racing:1031
Galactic Merchants,Space Exploration:1113,null
I know!,Children's Game:1041,Educational:1094
"Group of Tanks: North Europe, Spring 1945",Wargame:1019,World War II:1049
Dancouga: Wild Battle Simulation Game,Movies / TV / Radio theme:1064,Science Fiction:1016
Tsunami sur le Goban,Card Game:1002,null
Arc The Lad Card Game,Card Game:1002,null
Kotanook,Adventure:1022,Animals:1089
Shark Cards,Animals:1089,Card Game:1002
Puppy School,Animals:1089,Card Game:1002
SDS Pengespil,Economic:1021,null
Conquering Corsairs,Card Game:1002,Pirates:1090
WPA,Economic:1021,null
Frischer's Fitz,Card Game:1002,Children's Game:1041
Echo Dungeon,Adventure:1022,Print & Play:1120
Cozmica,Abstract Strategy:1009,null
Archie Comic Game,Card Game:1002,Children's Game:1041
Bushland Friends,Animals:1089,Children's Game:1041
Trikk 16,Card Game:1002,null
Final Order,Trivia:1027,null
Triage: The Game For Health Care Professionals,Educational:1094,Medical:2145
Scrabble Junior: Pinkalicious,Children's Game:1041,Word Game:1025
Buzz!,Animals:1089,Children's Game:1041
The Great Cheese Chase,Animals:1089,Children's Game:1041
What's It?,Party Game:1030,null
Influence: Rise of a Roman,Ancient:1050,Political:1001
Kamen Rider: Operation Shocker,Adventure:1022,Exploration:1020
Cogito,Card Game:1002,Educational:1094
Mega Bloks Match and Build,Children's Game:1041,null
Funky Party Games: Mutprobe,Card Game:1002,Mature / Adult:1118
Ugolki,Abstract Strategy:1009,null
Clifford the Big Red Dog: Be A Good Friend Game,Animals:1089,Children's Game:1041
Jake and the Never Land Pirates: Never Land Challenge Game,Action / Dexterity:1032,Children's Game:1041
Air Challenge,Aviation / Flight:2650,null
Shattered Stars,Science Fiction:1016,null
Tackle: Duell der Strategen,Abstract Strategy:1009,null
Cash or Crash,Bluffing:1023,Card Game:1002
Colora Go!,null,null
Monsterfalle Mitbringspiel,Children's Game:1041,null
Twenty Six,Card Game:1002,Word Game:1025
Mauseschlau & Bärenstark: Deutschland entdecken,Children's Game:1041,Racing:1031
Elves vs Goblins,Abstract Strategy:1009,Adventure:1022
KunstQuiz Kinder,Card Game:1002,Trivia:1027
KunstQuiz Tiere,Animals:1089,Card Game:1002
KunstQuiz Blumen,Card Game:1002,Trivia:1027
KunstQuiz Impressionismus,Card Game:1002,Trivia:1027
KunstQuiz Renaissance,Card Game:1002,Renaissance:1070
KunstQuiz Monet,Card Game:1002,Trivia:1027
Rabbids: Das Familien-Partyspiel,Action / Dexterity:1032,Animals:1089
Wer kennt München?,Card Game:1002,Trivia:1027
Wer kennt Mannheim?,Card Game:1002,Trivia:1027
Wer kennt Mainz?,Card Game:1002,Trivia:1027
Wer kennt Rosenheim?,Card Game:1002,Trivia:1027
Wer kennt Nürnberg?,Card Game:1002,Trivia:1027
Wer kennt Münster?,Card Game:1002,Trivia:1027
Wer kennt Ulm & Neu-Ulm?,Card Game:1002,Trivia:1027
Wer kennt Stuttgart?,Card Game:1002,Trivia:1027
Wer kennt Saarbrücken?,Card Game:1002,Trivia:1027
Alfabet Spel,Word Game:1025,null
Protect or Infect,Horror:1024,Zombies:2481
Jackpot Slots,Card Game:1002,null
Futebox,Dice:1017,Sports:1038
After the Fall,Civilization:1015,Economic:1021
Battle Tank: Escape From Giant Robot Island,Abstract Strategy:1009,null
Sibylla,Dice:1017,Medieval:1035
Denarii,Religious:1115,Trivia:1027
Helix: The Card Game,Card Game:1002,Fighting:1046
Rabbids: Das Kartenspiel,Animals:1089,Card Game:1002
Wer kennt Hamburg?,Card Game:1002,Trivia:1027
Das Weinquiz,Trivia:1027,null
Wer kennt Frankfurt?,Card Game:1002,Trivia:1027
Wer kennt Kassel?,Card Game:1002,Trivia:1027
Wer kennt Karlsruhe?,Card Game:1002,Trivia:1027
Wer kennt Heidelberg?,Card Game:1002,Trivia:1027
Wer kennt Linz?,Card Game:1002,Trivia:1027
Wer kennt Leipzig?,Card Game:1002,Trivia:1027
Wer kennt Köln?,Card Game:1002,Trivia:1027
Wer kennt Berlin?,Card Game:1002,Trivia:1027
Walt Disney's Cinderella Aschenbrödel,Children's Game:1041,Dice:1017
Les Rois du Ring,Card Game:1002,Miniatures:1047
Deus Vult: Wargaming in the time of the Crusades,Medieval:1035,Miniatures:1047
Biblebanz Game,Humor:1079,Party Game:1030
Yo no fui,Bluffing:1023,Mafia:1033
Ropoa The City,City Building:1029,Economic:1021
Od Ball,Abstract Strategy:1009,null
Stock Exchange,Economic:1021,null
Angry Birds: Star Wars – Fight on Tatooine Battle Game,Action / Dexterity:1032,Movies / TV / Radio theme:1064
Plum Chess,Abstract Strategy:1009,Animals:1089
Monster Moos!,Humor:1079,Party Game:1030
Rare Snuiters,Card Game:1002,Children's Game:1041
Europa: Lernspiel für Jung und Alt,Trivia:1027,null
American Civil War Rules for an Army-level Wargame with 2mm or 6mm Miniatures,American Civil War:1048,Miniatures:1047
"Kłamca, Kłamca",Bluffing:1023,Card Game:1002
Cyber City,Comic Book / Strip:1116,Print & Play:1120
Ultraman Game,Fighting:1046,Movies / TV / Radio theme:1064
Le Docte Rat Junior,null,null
Trisq,Abstract Strategy:1009,Print & Play:1120
Privé de sens,null,null
Fool's Joust,Medieval:1035,null
Phil Dunn's Sea Battle Games: Naval Wargaming 1650-1945,Book:1117,Miniatures:1047
Qwikscore Baseball,Sports:1038,null
Qwikstat Golf,Sports:1038,null
La Hache & Le Feu,Adventure:1022,Dice:1017
Idaho Smith and the Terracotta Terror,Adventure:1022,Miniatures:1047
Weather Wars: Battle for the Guzunganator,Animals:1089,Card Game:1002
BattleBrik: The Ultimate Warrior,Fighting:1046,Miniatures:1047
Wang Wang & Funi,Children's Game:1041,null
Bao Qing Tian Shen An,Card Game:1002,Party Game:1030
Surf 'n Tour,Memory:1045,Sports:1038
Turncoat,American Revolutionary War:1075,Dice:1017
Trivial Pursuit: Travel Edition,Travel:1097,Trivia:1027
Lalaloopsy: Tea Party Game,null,null
Gomony,Abstract Strategy:1009,null
First to the Line,Card Game:1002,Racing:1031
